cell,nCounts,nFeatures
1055,4180,1899
1056,549,327
1057,1068,633
1058,3519,1636
1059,1969,1018
1060,1250,683
1061,13862,4177
1062,7128,2822
1063,3292,1465
1064,8712,2894
1065,3938,1785
1066,6557,2633
1067,3284,1302
1068,987,541
1069,822,473
1070,4822,1959
1071,2274,1178
1072,2707,1337
1073,7265,2440
1074,5004,1879
1075,7902,3022
1076,1450,818
1077,1353,770
1078,2381,1327
1079,2993,1497
1080,5846,2108
1081,1527,824
1082,7091,3017
1083,5171,2333
1084,6134,2527
1085,10379,3770
1086,4648,2181
1087,2452,1295
1088,1688,900
1089,4027,1891
1090,1594,832
1091,15130,4664
1092,12048,3739
1093,3080,1549
1094,6052,2298
1095,3786,1778
1096,4898,2122
1097,4122,1516
1098,3223,1615
1099,1581,833
1100,3163,1567
1101,5104,2340
1102,4077,1946
1103,3638,1725
1104,12339,4312
1105,10018,3715
1106,7746,3315
1107,2550,1351
1108,9899,3874
1109,5925,2834
1110,2570,1555
1111,1580,984
1112,1941,1146
1113,2927,1329
1114,2879,1402
1115,3530,1814
1116,2789,1565
1117,2835,1661
1118,4346,1926
1119,5104,2345
1120,2033,1033
1121,813,556
1122,1960,1027
1123,2854,1460
1124,1024,662
1125,1039,621
1126,6576,2528
1127,1116,683
1128,2052,1168
1129,1461,860
1130,2739,1510
1131,934,572
1132,2318,1217
1133,2556,993
1134,5134,2402
1135,4389,2117
1136,1247,772
1137,3677,1807
1138,2232,1339
1139,3780,1775
1140,4559,2087
1141,3736,1825
1142,1199,700
1143,1921,1098
1144,4571,1928
1145,5245,2244
1146,5197,2211
1147,1637,901
1148,3651,1827
1149,1627,940
1150,5865,2787
1151,1990,985
1152,6252,2222
1153,3023,1562
1154,2831,1407
1155,1882,1072
1156,1291,706
1157,3483,1809
1158,1365,829
1159,987,579
1160,4198,1818
1161,2944,1411
1162,1935,865
1163,1880,1098
1164,4016,1757
1165,3120,1550
1166,3342,1552
1167,3341,1597
1168,2568,1291
1169,3490,1777
1170,1530,600
1171,2024,1057
1172,7439,3039
1173,3110,1599
1174,1705,1020
1175,4733,1893
1176,3260,1536
1177,4251,2046
1178,5830,2507
1179,2409,1242
1180,10144,3752
1181,5453,2157
1182,6940,2987
1183,1083,601
1184,8303,3005
1185,6918,2879
1186,5197,2265
1187,2574,1336
1188,1665,926
1189,3607,1731
1190,8191,3147
1191,1037,463
1192,4835,1872
1193,1665,1014
1194,9917,3616
1195,1890,935
1196,3346,1537
1197,3367,1709
1198,2375,1236
1199,2795,1483
1200,3285,1734
1201,3102,1650
1202,5122,2418
1203,3391,1708
1204,7454,3072
1205,6325,2426
1206,6874,2815
1207,816,491
1208,5068,2349
1209,1822,961
1210,1911,1033
1211,7452,2905
1212,4735,1896
1213,3871,1758
1214,3140,1489
1215,7546,2933
1216,4770,2260
1217,775,494
1218,7366,2917
1219,3682,1911
1220,1552,728
1221,3996,1868
1222,3107,1646
1223,1909,1070
1224,1480,859
1225,3388,1879
1226,4258,2122
1227,5463,2636
1228,2270,1068
1229,6530,2761
1230,1246,693
1231,1558,795
1232,4072,1868
1233,5631,2596
1234,2217,1069
1235,7601,3517
1236,2264,1188
1237,1397,824
1238,6725,2686
1239,2782,1331
1240,1591,846
1241,3000,1117
1242,8043,3478
1243,5626,2518
1244,2038,1056
1245,3081,1514
1246,1458,829
1247,6105,2804
1248,2450,1314
1249,4327,1855
1250,7864,3282
1251,4352,2099
1252,2848,1477
1253,10197,3841
1254,2025,1092
1255,4392,2171
1256,2922,1233
1257,7486,3258
1258,10671,3744
1259,5534,2619
1260,2133,1213
1261,6083,2839
1262,7094,2795
1263,3566,1827
1264,2983,1300
1265,3722,1828
1266,1873,1021
1267,5436,2460
1268,2165,1153
1269,7686,3082
1270,3373,1414
1271,2398,1211
1272,2495,1228
1273,3811,1746
1274,4238,1523
1275,4779,2096
1276,2544,1234
1277,1512,750
1278,2578,1330
1279,4902,2090
1280,3725,1589
1281,9425,3436
1282,4496,2229
1283,900,515
1284,2108,1142
1285,6488,2398
1286,3387,1547
1287,5103,2300
1288,1696,940
1289,13909,3752
1290,859,485
1291,3282,1336
1292,8689,3326
1293,2525,1282
1294,4921,2085
1295,2335,1153
1296,3094,1476
1297,3505,1674
1298,3250,1609
1299,9527,3256
1300,2573,1240
1301,10570,4138
1302,2872,1158
1303,8043,3215
1304,3960,1836
1305,1380,724
1306,7540,2512
1307,2451,1330
1308,1320,700
1309,6372,2438
1310,1519,865
1311,8542,3593
1312,857,496
1313,2363,1105
1314,6542,1937
1315,3688,1690
1316,6085,2542
1317,4081,1760
1318,2499,1224
1319,13596,4448
1320,7396,2962
1321,6902,2912
1322,5797,2454
1323,8104,3038
1324,3796,1764
1325,1068,579
1326,2467,1284
1327,3152,1641
1328,1317,751
1329,1488,894
1330,1746,910
1331,1018,662
1332,1640,904
1333,4146,1996
1334,3643,1853
1335,3610,1750
1336,2926,1547
1337,2632,1428
1338,938,484
1339,644,399
1340,2476,1294
1341,5839,2643
1342,2474,1294
1343,3355,1777
1344,7366,2533
1345,2860,1400
1346,2426,1298
1347,6308,2582
1348,3851,1857
1349,7864,2811
1350,1962,1041
1351,12275,4102
1352,910,593
1353,2135,1153
1354,3001,1538
1355,5601,2424
1356,2452,1367
1357,7961,3352
1358,733,416
1359,3141,1643
1360,1993,1096
1361,928,555
1362,1089,693
1363,3292,1762
1364,837,540
1365,1385,773
1366,5079,2493
1367,3144,1614
1368,3939,1697
1369,1710,979
1370,2172,1176
1371,2255,1319
1372,2717,1497
1373,6624,2645
1374,3699,1428
1375,1987,1066
1376,2191,1177
1377,2203,1124
1378,3675,1972
1379,778,484
1380,930,565
1381,2090,1038
1382,3279,1537
1383,4993,2390
1384,1432,826
1385,2420,1273
1386,2141,1155
1387,2804,1545
1388,1103,649
1389,2996,1316
1390,1993,1120
1391,2228,1115
1392,4256,2061
1393,1558,974
1394,2577,1320
1395,4716,2013
1396,3275,1640
1397,2677,1380
1398,928,546
1399,2319,1268
1400,3346,1693
1401,1014,583
1402,1867,1010
1403,5016,2062
1404,3354,1404
1405,1586,911
1406,1366,804
1407,1832,605
1408,1460,755
1409,5293,2174
1410,3244,1685
1411,4543,2030
1412,2585,1354
1413,2255,1314
1414,612,374
1415,2535,1368
1416,2719,1393
1417,1490,767
1418,4372,2137
1419,4452,2244
1420,2041,1029
1421,2445,1344
1422,2526,1276
1423,4368,2290
1424,2732,1406
1425,2672,1584
1426,1440,819
1427,656,440
1428,2250,1115
1429,4805,2510
1430,2499,1386
1431,1710,971
1432,1240,741
1433,4948,2186
1434,2945,1486
1435,1948,1059
1436,2435,1252
1437,1632,938
1438,4424,1985
1439,5746,2637
1440,5672,2478
1441,8530,3687
1442,6451,2774
1443,4017,1995
1444,2505,1413
1445,1615,849
1446,2906,1535
1447,12381,5206
1448,2947,1474
1449,2801,1533
1450,1108,646
1451,3980,2082
1452,2046,1080
1453,10751,3560
1454,3860,1938
1455,2297,1178
1456,3135,1410
1457,691,441
1458,951,454
1459,1918,1086
1460,1999,1109
1461,1602,854
1462,4571,2160
1463,2976,1479
1464,3139,1785
1465,1476,776
1466,4307,1902
1467,2004,1190
1468,9032,4117
1469,1369,840
1470,2282,1282
1471,2916,1561
1472,5485,2025
1473,1080,677
1474,4423,2038
1475,890,588
1476,3557,1712
1477,3236,1649
1478,4348,1774
1479,760,504
1480,1315,809
1481,2646,1376
1482,2256,1190
1483,3871,1812
1484,1064,506
1485,2099,1070
1486,2187,1171
1487,2822,1457
1488,2684,1376
1489,869,587
1490,1621,1028
1491,2849,1333
1492,3461,1774
1493,2268,1156
1494,2028,1166
1495,4324,2142
1496,4668,2278
1497,3426,1691
1498,6895,2845
1499,2002,1189
1500,1588,1012
1501,999,734
1502,2322,1066
1503,2109,1198
1504,1510,919
1505,2172,1318
1506,2962,1533
1507,1624,1012
1508,2802,1556
1509,861,623
1510,1812,999
1511,2911,1639
1512,2412,1422
1513,2146,1387
1514,2037,1240
1515,1869,1009
1516,2001,1192
1517,3562,1932
1518,1182,751
1519,2622,1667
1520,1021,756
1521,4887,2440
1522,2664,1721
1523,3585,1933
1524,2410,1515
1525,1318,891
1526,2475,1561
1527,2503,1381
1528,7297,2517
1529,2594,1397
1530,9317,3645
1531,5125,2349
1532,3594,1804
1533,2602,1427
1534,1602,978
1535,1280,733
1536,5084,2412
1537,3810,2069
1538,1138,640
1539,1093,720
1540,2868,1517
1541,1730,1033
1542,1958,1188
1543,5516,2460
1544,4133,1806
1545,10002,3756
1546,4767,2270
1547,3636,1821
1548,1497,850
1549,3314,1772
1550,3441,1713
1551,4653,2278
1552,3846,1941
1553,2985,1643
1554,7558,3273
1555,1804,893
1556,2731,1521
1557,1047,680
1558,6266,2846
1559,3051,1568
1560,2412,1278
1561,3685,1760
1562,1430,775
1563,2438,1384
1564,1873,1032
1565,2700,1290
1566,1446,881
1567,1521,955
1568,3620,1828
1569,2046,1017
1570,7267,3063
1571,2886,1481
1572,7108,3026
1573,2344,1147
1574,7505,3123
1575,3551,1818
1576,2597,1508
1577,4114,2167
1578,2410,1253
1579,1641,938
1580,2092,1123
1581,2904,1316
1582,1448,905
1583,4745,2255
1584,3536,1852
1585,5063,2399
1586,1150,766
1587,2294,1263
1588,1540,920
1589,3403,1892
1590,2240,1347
1591,1965,1165
1592,1950,1186
1593,2368,1497
1594,934,489
1595,1028,635
1596,646,483
1597,2624,1585
1598,1211,639
1599,1952,1085
1600,1355,845
1601,1763,1123
1602,1020,649
1603,2284,1236
1604,2206,1345
1605,1624,1039
1606,2282,1423
1607,4699,2287
1608,3079,1839
1609,2425,1395
1610,1216,851
1611,4606,2320
1612,4983,2501
1613,4535,1957
1614,2998,1553
