cell,nCounts,nFeatures
"R1.64,R2.42,R3.06,P1.36",5100,4751
"R1.54,R2.35,R3.88,P1.32",212,212
"R1.35,R2.35,R3.58,P1.31",911,900
"R1.37,R2.92,R3.82,P1.36",1315,1281
"R1.36,R2.77,R3.62,P1.36",2113,2035
"R1.54,R2.28,R3.88,P1.34",1533,1490
"R1.58,R2.08,R3.05,P1.33",1738,1688
"R1.51,R2.22,R3.21,P1.31",2247,2142
"R1.53,R2.14,R3.06,P1.33",1389,1359
"R1.40,R2.92,R3.68,P1.36",1671,1620
"R1.50,R2.65,R3.62,P1.34",1240,1216
"R1.44,R2.16,R3.81,P1.33",1839,1790
"R1.47,R2.04,R3.58,P1.37",1438,1397
"R1.43,R2.37,R3.92,P1.35",4757,4446
"R1.38,R2.06,R3.48,P1.32",483,478
"R1.36,R2.84,R3.80,P1.36",1851,1807
"R1.62,R2.90,R3.19,P1.36",1962,1893
"R1.52,R2.86,R3.20,P1.37",2445,2345
"R1.53,R2.66,R3.20,P1.31",1165,1138
"R1.63,R2.88,R3.81,P1.36",1936,1882
"R1.37,R2.61,R3.87,P1.33",2186,2097
"R1.60,R2.13,R3.68,P1.35",3282,3098
"R1.64,R2.40,R3.57,P1.36",1497,1460
"R1.46,R2.10,R3.40,P1.35",1516,1468
"R1.57,R2.39,R3.01,P1.34",580,572
"R1.36,R2.60,R3.26,P1.37",1247,1225
"R1.46,R2.77,R3.75,P1.37",3161,3016
"R1.54,R2.14,R3.52,P1.35",1352,1325
"R1.54,R2.06,R3.53,P1.31",1257,1232
"R1.55,R2.30,R3.78,P1.34",2249,2162
"R1.62,R2.70,R3.38,P1.37",1828,1777
"R1.34,R2.51,R3.02,P1.34",1543,1510
"R1.34,R2.02,R3.59,P1.33",595,586
"R1.56,R2.13,R3.92,P1.36",1023,1002
"R1.45,R2.78,R3.76,P1.36",3133,2962
"R1.49,R2.57,R3.08,P1.33",6222,5730
"R1.52,R2.43,R3.43,P1.37",1302,1278
"R1.51,R2.73,R3.24,P1.36",2380,2302
"R1.63,R2.10,R3.61,P1.37",1590,1532
"R1.53,R2.40,R3.34,P1.34",1057,1044
"R1.53,R2.66,R3.06,P1.35",1073,1052
"R1.46,R2.20,R3.48,P1.34",1495,1449
"R1.52,R2.32,R3.50,P1.37",949,929
"R1.39,R2.68,R3.54,P1.34",6248,5693
"R1.63,R2.34,R3.93,P1.36",2821,2705
