cell,nCounts,nFeatures
"R1.14,R2.20,R3.84,P1.40",604,460
"R1.14,R2.26,R3.41,P1.40",4710,1732
"R1.14,R2.42,R3.42,P1.40",4015,1819
"R1.14,R2.43,R3.45,P1.40",4880,2063
"R1.14,R2.48,R3.49,P1.40",25904,5505
"R1.14,R2.50,R3.75,P1.39",10355,3399
"R1.14,R2.53,R3.05,P1.40",7592,2590
"R1.14,R2.54,R3.90,P1.40",4807,2097
"R1.14,R2.59,R3.55,P1.40",6522,2855
"R1.14,R2.60,R3.56,P1.39",4568,2316
"R1.14,R2.65,R3.26,P1.39",4860,1923
"R1.14,R2.66,R3.68,P1.39",2988,1415
"R1.14,R2.68,R3.95,P1.39",5448,2362
"R1.14,R2.75,R3.21,P1.40",1208,855
"R1.14,R2.79,R3.28,P1.39",892,665
"R1.14,R2.81,R3.55,P1.40",700,538
"R1.14,R2.81,R3.58,P1.39",2211,1341
"R1.14,R2.84,R3.80,P1.40",644,496
"R1.14,R2.85,R3.53,P1.40",5435,2082
"R1.14,R2.86,R3.84,P1.40",478,385
"R1.14,R2.92,R3.67,P1.40",10076,3610
"R1.15,R2.03,R3.10,P1.40",2389,1358
"R1.15,R2.04,R3.86,P1.39",527,426
"R1.15,R2.06,R3.06,P1.40",4196,1773
"R1.15,R2.06,R3.10,P1.40",6793,2442
"R1.15,R2.07,R3.44,P1.39",800,594
"R1.15,R2.09,R3.34,P1.39",7017,2586
"R1.15,R2.14,R3.49,P1.40",10852,3545
"R1.15,R2.15,R3.47,P1.40",2693,1407
"R1.15,R2.15,R3.59,P1.39",2238,1338
"R1.15,R2.16,R3.68,P1.40",398,327
"R1.15,R2.17,R3.86,P1.39",319,249
"R1.15,R2.19,R3.10,P1.40",11673,3222
"R1.15,R2.22,R3.18,P1.39",9141,3461
"R1.15,R2.23,R3.53,P1.40",2203,1278
"R1.15,R2.24,R3.10,P1.40",3753,1599
"R1.15,R2.24,R3.31,P1.39",10792,3746
"R1.15,R2.25,R3.60,P1.40",577,454
"R1.15,R2.28,R3.43,P1.39",3134,1651
"R1.15,R2.38,R3.54,P1.39",8372,3413
"R1.15,R2.38,R3.62,P1.39",5272,2325
"R1.15,R2.43,R3.86,P1.39",2775,1438
"R1.15,R2.44,R3.88,P1.40",3193,1452
"R1.15,R2.45,R3.72,P1.39",6757,2490
