cell,nCounts,nFeatures
1474,385,322
1475,180,154
1476,1111,688
1477,636,471
1478,195,164
1479,263,219
1480,219,145
1481,455,352
1482,638,499
1483,248,218
1484,764,493
1485,215,184
1486,563,425
1487,821,599
1488,800,596
1489,791,583
1490,499,370
1491,227,191
1492,830,574
1493,533,439
1494,316,255
1495,633,477
1496,347,260
1497,433,346
1498,247,207
1499,183,156
1500,715,547
1501,427,336
1502,367,283
1503,556,392
1504,260,210
1505,438,324
1506,313,245
1507,742,487
1508,233,195
1509,355,289
1510,695,486
1511,431,318
1512,897,587
1513,1891,1060
1514,629,447
1515,407,346
1516,448,350
1517,198,178
1518,667,509
1519,252,198
1520,823,606
1521,249,219
1522,438,336
1523,528,393
1524,205,173
1525,391,318
1526,486,378
1527,591,425
1528,457,344
1529,966,713
1530,564,451
1531,551,416
1532,216,183
1533,315,264
1534,342,265
1535,663,512
1536,241,203
1537,649,488
1538,436,355
1539,1897,1068
1540,345,252
1541,262,217
1542,188,166
1543,263,218
1544,285,246
1545,552,424
1546,231,184
1547,181,144
1548,244,213
1549,254,199
1550,880,580
1551,793,634
1552,329,274
1553,1444,878
1554,239,201
1555,320,269
1556,566,410
1557,210,185
1558,198,173
1559,1017,670
1560,1523,877
1561,194,169
1562,207,171
1563,220,184
1564,208,184
1565,297,248
1566,326,239
1567,242,197
1568,244,214
1569,334,294
1570,416,350
1571,782,564
1572,572,465
1573,226,194
1574,1224,778
1575,2089,1171
1576,192,172
1577,494,396
1578,1055,785
1579,936,593
1580,607,474
1581,1745,976
1582,260,213
1583,785,596
1584,587,452
1585,200,153
1586,426,344
1587,362,298
1588,863,607
1589,296,242
1590,572,416
1591,388,309
1592,763,625
1593,480,383
1594,238,209
1595,364,270
1596,1009,712
1597,377,310
1598,555,339
1599,288,251
1600,280,182
1601,249,175
1602,358,282
1603,595,479
1604,296,250
1605,219,181
1606,413,336
1607,201,164
1608,701,496
1609,192,141
1610,351,273
1611,178,149
1612,187,162
1613,530,388
1614,361,297
1615,266,228
1616,2639,1402
1617,179,150
1618,813,584
1619,1804,1048
1620,508,416
1621,559,428
1622,471,386
1623,487,379
1624,273,247
1625,536,397
1626,586,481
1627,1470,1022
1628,397,341
1629,1271,687
1630,680,496
1631,288,206
