cell,nCounts,nFeatures
07:24:92:27,1158,1142
07:25:18:26,3843,3650
07:27:34:16,2540,2460
07:27:79:25,2363,2199
07:27:94:33,1043,1018
07:29:28:33,679,667
07:30:46:31,3473,3155
07:32:35:35,10659,10089
07:33:54:33,1705,1614
07:33:80:38,1859,1802
07:33:88:25,1246,1235
07:34:50:22,1083,1032
07:36:23:37,748,736
07:40:26:36,2652,2572
07:40:66:15,392,386
07:40:81:31,486,477
07:41:18:21,1878,1853
07:41:51:35,865,826
07:41:67:33,381,360
07:41:71:18,382,379
07:41:86:33,838,818
07:41:88:32,388,376
07:42:68:31,1059,1028
07:42:71:31,400,391
07:42:80:25,1258,1214
07:42:83:35,898,889
07:44:13:35,5430,4585
07:46:32:13,946,911
07:47:29:31,717,709
07:47:53:11,492,478
07:47:57:35,464,458
07:48:67:37,628,619
07:50:04:33,549,530
07:50:17:21,907,895
07:50:31:28,717,701
07:50:85:12,4233,3953
07:51:05:38,1580,1478
07:51:07:31,583,559
07:51:56:34,2120,2085
07:53:66:34,2765,2677
07:54:60:37,1844,1796
07:54:95:26,8850,8545
07:55:59:16,2573,2522
07:57:25:23,1126,1098
07:57:68:36,1135,1125
07:57:70:33,1401,1377
07:57:86:38,410,409
07:58:32:37,944,911
07:58:48:33,514,506
07:58:95:21,8853,8291
07:59:85:23,1275,1224
07:60:02:13,4134,3470
07:60:21:13,1155,1100
07:60:32:18,1321,1304
07:62:08:23,1624,1554
07:62:47:33,471,467
07:62:70:28,982,926
07:63:68:24,5244,5087
07:63:77:14,385,381
07:64:20:33,743,733
07:64:28:37,1828,1703
07:64:32:33,2798,2394
07:64:45:21,598,582
07:65:72:34,507,493
07:65:90:32,579,557
07:66:30:34,709,690
07:66:80:38,1514,1481
07:66:85:21,2360,2216
07:68:32:36,1601,1567
07:68:49:38,478,465
07:69:12:24,1424,1357
07:70:13:22,4088,3740
07:70:55:11,859,823
07:70:68:31,943,909
07:70:86:28,901,878
07:71:48:31,947,941
07:73:60:23,1719,1654
07:73:78:11,464,455
07:74:51:34,782,743
07:74:82:21,3146,2983
07:75:50:33,1959,1824
07:75:62:35,2266,2206
07:75:77:21,1744,1606
07:75:90:31,1873,1838
07:75:90:32,1252,1218
07:75:90:33,802,787
07:75:90:34,1972,1937
07:75:90:35,2844,2406
07:75:90:36,3547,2698
07:75:90:37,7628,6931
07:75:90:38,570,547
07:76:16:16,1806,1735
07:78:15:32,1500,1474
07:78:54:38,8258,7128
07:79:93:25,3240,3093
07:80:59:32,1906,1851
07:80:67:17,581,573
07:81:47:37,2461,2320
07:81:68:38,749,735
07:82:84:14,5052,4879
07:85:12:34,522,518
07:85:46:33,1312,1295
07:85:51:16,2071,1976
07:86:27:21,945,935
07:87:07:22,510,502
07:87:18:37,2201,2157
07:88:22:31,2033,1996
07:88:22:32,440,436
07:88:22:33,1683,1644
07:88:22:34,1402,1330
07:88:22:35,1793,1738
07:88:22:36,5311,5155
07:88:22:37,4228,3947
07:88:22:38,3896,3455
07:88:58:22,600,582
07:88:67:38,1206,1164
07:89:44:33,3514,3134
07:90:23:33,1508,1473
07:90:28:36,906,894
07:92:47:15,528,523
07:92:78:13,356,350
07:93:15:38,1045,1019
07:93:22:38,1169,1140
07:94:17:38,2602,2516
07:95:74:32,3216,3106
07:95:82:27,3093,2877
07:96:19:31,2659,2564
07:96:30:37,715,702
07:96:53:25,5786,5485
07:96:61:13,532,505
08:03:26:33,3917,2405
08:03:43:36,1091,1063
08:03:43:38,346,340
08:06:17:13,453,449
08:07:30:23,4308,4019
08:07:31:23,2010,1969
08:07:70:16,493,485
08:08:04:31,589,582
08:08:04:32,969,959
08:08:04:35,2001,1942
08:08:04:36,1414,1368
08:08:04:37,359,347
08:08:04:38,640,616
08:08:07:28,3518,3274
08:08:38:31,591,584
08:09:58:33,6829,6670
08:10:18:31,2041,1958
08:10:49:21,2565,2504
08:11:38:35,3219,3109
08:12:15:33,1395,1306
08:12:22:36,4987,4650
08:12:43:38,4083,3744
08:13:21:32,2175,2088
08:13:23:28,1993,1936
08:13:42:17,550,525
08:13:46:33,1410,1332
08:13:63:18,3568,3394
08:13:72:38,2497,2422
08:14:02:32,355,351
08:14:26:34,448,441
08:14:91:31,1972,1873
08:14:91:32,2209,2162
08:14:91:33,926,910
08:14:91:34,925,881
08:14:91:35,1302,1261
08:14:91:36,4096,3954
08:14:91:37,581,570
08:14:91:38,961,914
08:15:05:33,3657,3533
08:15:20:31,1789,1758
08:15:50:32,3540,3076
08:15:77:23,1400,1333
08:15:80:21,12729,10855
08:17:37:32,437,430
08:17:47:12,3565,3216
08:17:69:12,1030,1015
08:17:79:37,466,461
08:17:96:12,1070,1025
08:19:32:31,866,821
08:19:68:35,452,443
08:20:02:24,1651,1545
08:20:32:31,644,629
08:20:32:32,2872,2775
08:20:32:33,2682,2581
08:20:32:36,1537,1483
08:20:32:37,571,567
08:20:32:38,931,910
08:20:86:21,1398,1328
08:20:86:37,727,721
08:21:50:35,969,948
08:22:63:12,2656,2576
08:22:93:24,947,931
08:23:05:12,613,596
08:24:72:22,3433,3347
08:24:73:31,951,908
08:27:57:24,1383,1330
08:27:73:38,442,431
08:28:79:26,1579,1519
08:28:79:35,405,401
08:29:03:34,1272,1224
08:29:76:31,477,471
08:30:37:38,1642,1570
08:30:58:35,619,604
08:30:69:33,1096,1063
08:31:31:38,1317,1260
08:32:72:17,780,756
08:33:11:28,1352,1299
08:33:80:36,2085,2033
08:34:21:37,721,714
08:34:90:26,505,500
08:35:29:37,4745,4625
08:35:42:32,1511,1479
08:36:33:16,795,784
08:36:68:34,1629,1534
08:36:86:31,1101,1050
08:37:50:32,8939,8645
08:37:82:31,1347,1318
08:37:82:32,699,667
08:39:15:31,7493,6684
08:39:23:17,796,739
08:39:30:14,1446,1430
08:40:03:16,2473,2333
08:40:20:38,367,363
08:40:83:18,363,362
08:41:34:31,337,331
08:41:45:38,688,677
08:41:59:33,1319,1299
08:41:74:31,601,566
08:42:40:16,1228,1165
08:42:70:27,1042,978
08:42:74:38,1357,1336
08:43:43:27,4509,4343
08:44:09:35,1259,1215
08:44:21:32,1563,1538
08:44:25:38,677,673
08:44:50:36,2105,1620
